sid,processed_at,inputs
wx4PWkn6rC-FhAEqAAAB,1617739558,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'practice', 'interactionAt': 1617739559137, 'interactionType': 'init_app', 'currentScenario': -1, 'selectedId': -1, 'recommendationShown': False}"
wx4PWkn6rC-FhAEqAAAB,1617739562,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'practice', 'interactionAt': 1617739562937, 'interactionType': 'card_clicked', 'currentScenario': 0, 'selectedId': 1, 'recommendationShown': False}"
wx4PWkn6rC-FhAEqAAAB,1617739564,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'practice', 'interactionAt': 1617739565324, 'interactionType': 'get_recommendation', 'currentScenario': 0, 'selectedId': 1, 'recommendationShown': True}"
wx4PWkn6rC-FhAEqAAAB,1617739567,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'practice', 'interactionAt': 1617739567882, 'interactionType': 'save_selection', 'currentScenario': 0, 'selectedId': 1, 'recommendationShown': True}"
wx4PWkn6rC-FhAEqAAAB,1617739570,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'practice', 'interactionAt': 1617739571044, 'interactionType': 'close_app', 'currentScenario': -1, 'selectedId': -1, 'recommendationShown': False}"
njYXyJht-xygs-epAAAD,1617739596,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739596628, 'interactionType': 'init_app', 'currentScenario': -1, 'selectedId': -1, 'recommendationShown': False}"
njYXyJht-xygs-epAAAD,1617739613,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739614172, 'interactionType': 'get_recommendation', 'currentScenario': 0, 'selectedId': '', 'recommendationShown': True}"
njYXyJht-xygs-epAAAD,1617739614,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739615321, 'interactionType': 'card_clicked', 'currentScenario': 0, 'selectedId': 15, 'recommendationShown': True}"
njYXyJht-xygs-epAAAD,1617739615,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739616096, 'interactionType': 'save_selection', 'currentScenario': 0, 'selectedId': 15, 'recommendationShown': True}"
njYXyJht-xygs-epAAAD,1617739617,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739618196, 'interactionType': 'get_recommendation', 'currentScenario': 1, 'selectedId': '', 'recommendationShown': True}"
njYXyJht-xygs-epAAAD,1617739619,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739619759, 'interactionType': 'card_clicked', 'currentScenario': 1, 'selectedId': 2, 'recommendationShown': True}"
njYXyJht-xygs-epAAAD,1617739620,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739621144, 'interactionType': 'save_selection', 'currentScenario': 1, 'selectedId': 2, 'recommendationShown': True}"
njYXyJht-xygs-epAAAD,1617739622,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739623414, 'interactionType': 'card_clicked', 'currentScenario': 2, 'selectedId': 39, 'recommendationShown': False}"
njYXyJht-xygs-epAAAD,1617739623,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739623988, 'interactionType': 'save_selection', 'currentScenario': 2, 'selectedId': 39, 'recommendationShown': False}"
njYXyJht-xygs-epAAAD,1617739624,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739624781, 'interactionType': 'card_clicked', 'currentScenario': 3, 'selectedId': 16, 'recommendationShown': False}"
njYXyJht-xygs-epAAAD,1617739624,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739625301, 'interactionType': 'save_selection', 'currentScenario': 3, 'selectedId': 16, 'recommendationShown': False}"
njYXyJht-xygs-epAAAD,1617739626,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739627210, 'interactionType': 'get_recommendation', 'currentScenario': 4, 'selectedId': '', 'recommendationShown': True}"
njYXyJht-xygs-epAAAD,1617739627,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739628317, 'interactionType': 'card_clicked', 'currentScenario': 4, 'selectedId': 20, 'recommendationShown': True}"
njYXyJht-xygs-epAAAD,1617739629,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739629582, 'interactionType': 'save_selection', 'currentScenario': 4, 'selectedId': 20, 'recommendationShown': True}"
njYXyJht-xygs-epAAAD,1617739629,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739630194, 'interactionType': 'card_clicked', 'currentScenario': 5, 'selectedId': 22, 'recommendationShown': False}"
njYXyJht-xygs-epAAAD,1617739630,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739630580, 'interactionType': 'card_clicked', 'currentScenario': 5, 'selectedId': 25, 'recommendationShown': False}"
njYXyJht-xygs-epAAAD,1617739632,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739632583, 'interactionType': 'get_recommendation', 'currentScenario': 5, 'selectedId': 25, 'recommendationShown': True}"
njYXyJht-xygs-epAAAD,1617739633,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739633901, 'interactionType': 'save_selection', 'currentScenario': 5, 'selectedId': 25, 'recommendationShown': True}"
njYXyJht-xygs-epAAAD,1617739640,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'movies', 'interactionAt': 1617739640808, 'interactionType': 'close_app', 'currentScenario': -1, 'selectedId': -1, 'recommendationShown': False}"
Lcx04gxxe3CRZ2sGAAAF,1617739673,"{'participantId': '1EXbU6wgBpvS', 'appMode': 'hiring', 'interactionAt': 1617739674099, 'interactionType': 'init_app', 'currentScenario': -1, 'selectedId': -1, 'recommendationShown': False}"
