participantId,appMode,interactionAt,interactionType,currentScenario,selectedId,recommendationShown
KK2JFLnabEl9,practice,1618059518106,init_app,-1,-1,False
KK2JFLnabEl9,practice,1618059591237,card_clicked,0,2,False
KK2JFLnabEl9,practice,1618059592713,save_selection,0,2,False
KK2JFLnabEl9,practice,1618059603727,close_app,-1,-1,False
KK2JFLnabEl9,hiring,1618060024441,init_app,-1,-1,False
KK2JFLnabEl9,hiring,1618060045392,card_clicked,0,8,False
KK2JFLnabEl9,hiring,1618060046988,save_selection,0,8,False
KK2JFLnabEl9,hiring,1618060054120,continue,0,-1,True
KK2JFLnabEl9,hiring,1618060062394,card_clicked,1,4,False
KK2JFLnabEl9,hiring,1618060063930,save_selection,1,4,False
KK2JFLnabEl9,hiring,1618060068341,continue,1,-1,True
KK2JFLnabEl9,hiring,1618060078299,card_clicked,2,12,False
KK2JFLnabEl9,hiring,1618060080109,save_selection,2,12,False
KK2JFLnabEl9,hiring,1618060083046,continue,2,-1,True
KK2JFLnabEl9,hiring,1618060091507,get_recommendation,3,-1,True
KK2JFLnabEl9,hiring,1618060099673,card_clicked,3,18,True
KK2JFLnabEl9,hiring,1618060101022,save_selection,3,18,True
KK2JFLnabEl9,hiring,1618060112360,get_recommendation,4,-1,True
KK2JFLnabEl9,hiring,1618060122236,card_clicked,4,48,True
KK2JFLnabEl9,hiring,1618060123652,save_selection,4,48,True
KK2JFLnabEl9,hiring,1618060153056,get_recommendation,5,-1,True
KK2JFLnabEl9,hiring,1618060156352,card_clicked,5,45,True
KK2JFLnabEl9,hiring,1618060157568,save_selection,5,45,True
KK2JFLnabEl9,hiring,1618060159535,close_app,-1,-1,False
KK2JFLnabEl9,movies,1618060175794,init_app,-1,-1,False
KK2JFLnabEl9,movies,1618060196646,card_clicked,0,12,False
KK2JFLnabEl9,movies,1618060198282,save_selection,0,12,False
KK2JFLnabEl9,movies,1618060202511,continue,0,-1,True
KK2JFLnabEl9,movies,1618060216850,card_clicked,1,7,False
KK2JFLnabEl9,movies,1618060218040,save_selection,1,7,False
KK2JFLnabEl9,movies,1618060221576,continue,1,-1,True
KK2JFLnabEl9,movies,1618060235677,card_clicked,2,37,False
KK2JFLnabEl9,movies,1618060237480,save_selection,2,37,False
KK2JFLnabEl9,movies,1618060240594,continue,2,-1,True
KK2JFLnabEl9,movies,1618060245344,get_recommendation,3,-1,True
KK2JFLnabEl9,movies,1618060254945,card_clicked,3,20,True
KK2JFLnabEl9,movies,1618060256255,save_selection,3,20,True
KK2JFLnabEl9,movies,1618060261738,card_clicked,4,15,False
KK2JFLnabEl9,movies,1618060263612,save_selection,4,15,False
KK2JFLnabEl9,movies,1618060266608,continue,4,-1,True
KK2JFLnabEl9,movies,1618060279667,card_clicked,5,40,False
KK2JFLnabEl9,movies,1618060281827,save_selection,5,40,False
KK2JFLnabEl9,movies,1618060287348,close_app,-1,-1,False
